"Table 1.7 Occupational projections, 2016-26, and worker characteristics, 2016
"Therapists, all other",29-1129,Line item,24.1,28.9,4.8,19.9,51.0,1.9," $53,850 ",Bachelor's degree,None,None
Veterinarians,29-1131,Line item,79.6,94.6,15.0,18.8,13.2,4.5," $90,420 ",Doctoral or professional degree,None,None
Registered nurses,29-1141,Line item,"2,955.2","3,393.2",438.1,14.8,0.5,203.7," $70,000 ",Bachelor's degree,None,None
Nurse anesthetists,29-1151,Line item,41.8,48.6,6.8,16.2,2.8,2.8," $165,120 ",Master's degree,None,None
Nurse midwives,29-1161,Line item,6.5,7.8,1.3,20.7,1.0,0.5," $100,590 ",Master's degree,None,None
Nurse practitioners,29-1171,Line item,155.5,211.6,56.1,36.1,1.0,14.4," $103,880 ",Master's degree,None,None
Audiologists,29-1181,Line item,14.8,17.8,3.1,20.7,15.0,1.0," $75,920 ",Doctoral or professional degree,None,None
"Health diagnosing and treating practitioners, all other",29-1199,Line item,56.4,63.9,7.5,13.3,31.0,3.8," $73,830 ",Master's degree,None,None
Health technologists and technicians,29-2000,Summary,"3,093.5","3,514.6",421.1,13.6,0.5,258.1," $43,590 ",—,—,—
Clinical laboratory technologists and technicians,29-2010,Summary,335.7,378.4,42.7,12.7,0.1,25.9," $51,770 ",—,—,—
Medical and clinical laboratory technologists,29-2011,Line item,171.4,191.2,19.8,11.5,0.1,12.9, — ,Bachelor's degree,None,None
Medical and clinical laboratory technicians,29-2012,Line item,164.2,187.2,22.9,14.0,0.1,12.9, — ,Associate's degree,None,None
Dental hygienists,29-2021,Line item,207.9,248.9,40.9,19.7,0.4,17.5," $74,070 ",Associate's degree,None,None
Diagnostic related technologists and technicians,29-2030,Summary,384.1,437.5,53.4,13.9,0.6,26.2," $62,350 ",—,—,—
Cardiovascular technologists and technicians,29-2031,Line item,55.0,60.5,5.5,9.9,0.6,3.5," $55,270 ",Associate's degree,None,None
Diagnostic medical sonographers,29-2032,Line item,67.3,82.9,15.6,23.2,0.6,5.4," $71,410 ",Associate's degree,None,None
Nuclear medicine technologists,29-2033,Line item,20.1,22.1,2.0,9.8,0.6,1.3," $75,660 ",Associate's degree,None,None
Radiologic technologists,29-2034,Line item,205.2,230.5,25.3,12.3,0.6,13.6," $58,440 ",Associate's degree,None,None
Magnetic resonance imaging technologists,29-2035,Line item,36.6,41.5,5.0,13.7,0.6,2.5," $69,930 ",Associate's degree,Less than 5 years,None
Emergency medical technicians and paramedics,29-2041,Line item,248.0,285.4,37.4,15.1,0.1,19.4," $33,380 ",Postsecondary nondegree award,None,None
Health practitioner support technologists and technicians,29-2050,Summary,767.0,857.2,90.2,11.8,0.2,71.4," $33,860 ",—,—,—
Dietetic technicians,29-2051,Line item,33.4,36.5,3.1,9.3,—,3.0," $26,500 ",Associate's degree,None,None
Pharmacy technicians,29-2052,Line item,402.5,450.1,47.6,11.8,0.2,37.5," $31,750 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Psychiatric technicians,29-2053,Line item,66.1,70.0,3.9,5.9,0.1,5.6," $31,670 ",Postsecondary nondegree award,Less than 5 years,Short-term on-the-job training
Respiratory therapy technicians,29-2054,Line item,10.8,4.7,-6.1,-56.3,—,0.0," $50,350 ",Associate's degree,None,None
Surgical technologists,29-2055,Line item,107.7,120.3,12.6,11.7,0.2,10.0," $46,310 ",Postsecondary nondegree award,None,None
Veterinary technologists and technicians,29-2056,Line item,102.0,122.4,20.4,20.0,0.2,10.7," $33,400 ",Associate's degree,None,None
Ophthalmic medical technicians,29-2057,Line item,44.5,53.2,8.7,19.5,0.2,4.6," $35,910 ",Postsecondary nondegree award,None,None
Licensed practical and licensed vocational nurses,29-2061,Line item,724.5,813.4,88.9,12.3,0.5,62.7," $45,030 ",Postsecondary nondegree award,None,None
Medical records and health information technicians,29-2071,Line item,206.3,234.1,27.8,13.5,0.7,15.8," $39,180 ",Postsecondary nondegree award,None,None
"Opticians, dispensing",29-2081,Line item,77.6,89.3,11.6,15.0,3.5,7.0," $36,250 ",High school diploma or equivalent,None,Long-term on-the-job training
Miscellaneous health technologists and technicians,29-2090,Summary,142.4,170.6,28.2,19.8,2.0,12.3," $43,420 ",—,—,—
Orthotists and prosthetists,29-2091,Line item,7.8,9.5,1.7,22.2,2.0,0.7," $66,240 ",Master's degree,None,Internship/residency
Hearing aid specialists,29-2092,Line item,6.8,8.2,1.3,19.5,2.3,0.6," $54,860 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Health technologists and technicians, all other",29-2099,Line item,127.8,152.9,25.1,19.7,2.0,11.0," $41,800 ",Postsecondary nondegree award,None,None
Other healthcare practitioners and technical occupations,29-9000,Summary,172.6,193.5,20.9,12.1,6.0,11.2," $60,710 ",—,—,—
Occupational health and safety specialists and technicians,29-9010,Summary,101.8,110.4,8.6,8.5,6.0,6.1," $67,720 ",—,—,—
Occupational health and safety specialists,29-9011,Line item,83.7,90.5,6.8,8.1,5.8,5.0," $71,780 ",Bachelor's degree,None,None
Occupational health and safety technicians,29-9012,Line item,18.1,19.9,1.8,10.1,6.5,1.1," $49,960 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Miscellaneous health practitioners and technical workers,29-9090,Summary,70.8,83.1,12.2,17.3,6.1,5.0," $49,340 ",—,—,—
Athletic trainers,29-9091,Line item,27.8,34.1,6.3,22.8,6.2,2.2," $46,630 ",Bachelor's degree,None,None
Genetic counselors,29-9092,Line item,3.1,4.0,0.9,29.0,7.6,0.3," $77,480 ",Master's degree,None,None
"Healthcare practitioners and technical workers, all other",29-9099,Line item,40.0,45.0,5.0,12.6,6.0,2.6," $51,530 ",Postsecondary nondegree award,None,None
Healthcare support occupations,31-0000,Summary,"4,315.6","5,335.2","1,019.6",23.6,2.8,638.4," $28,710 ",—,—,—
"Nursing, psychiatric, and home health aides",31-1000,Summary,"2,549.4","3,162.4",613.0,24.0,1.9,379.1," $25,610 ",—,—,—
Home health aides,31-1011,Line item,911.5,"1,342.7",431.2,47.3,2.0,168.6," $23,210 ",High school diploma or equivalent,None,Short-term on-the-job training
Psychiatric aides,31-1013,Line item,73.6,77.7,4.1,5.5,1.0,8.8," $27,110 ",High school diploma or equivalent,None,Short-term on-the-job training
Nursing assistants,31-1014,Line item,"1,510.3","1,683.7",173.4,11.5,2.0,195.1," $27,520 ",Postsecondary nondegree award,None,None
Orderlies,31-1015,Line item,54.0,58.4,4.4,8.1,—,6.7," $27,180 ",High school diploma or equivalent,None,Short-term on-the-job training
Occupational therapy and physical therapist assistants and aides,31-2000,Summary,187.1,243.0,55.9,29.9,0.5,31.1," $50,510 ",—,—,—
Occupational therapy assistants and aides,31-2010,Summary,46.8,60.0,13.2,28.3,—,7.8," $56,690 ",—,—,—
Occupational therapy assistants,31-2011,Line item,39.3,50.7,11.4,28.9,—,6.6," $59,310 ",Associate's degree,None,None
Occupational therapy aides,31-2012,Line item,7.5,9.3,1.8,24.7,—,1.2," $29,200 ",High school diploma or equivalent,None,Short-term on-the-job training
Physical therapist assistants and aides,31-2020,Summary,140.3,183.0,42.7,30.4,0.6,23.3," $46,920 ",—,—,—
Physical therapist assistants,31-2021,Line item,88.3,115.8,27.4,31.0,0.6,14.7," $57,430 ",Associate's degree,None,None
Physical therapist aides,31-2022,Line item,52.0,67.2,15.3,29.4,0.6,8.5," $25,730 ",High school diploma or equivalent,None,Short-term on-the-job training
Other healthcare support occupations,31-9000,Summary,"1,579.1","1,929.8",350.7,22.2,4.5,228.2," $33,920 ",—,—,—
Massage therapists,31-9011,Line item,160.3,202.4,42.1,26.3,39.4,22.6," $39,990 ",Postsecondary nondegree award,None,None
Miscellaneous healthcare support occupations,31-9090,Summary,"1,418.8","1,727.4",308.6,21.7,0.5,205.6," $33,660 ",—,—,—
Dental assistants,31-9091,Line item,332.0,396.6,64.6,19.5,0.1,45.9," $37,630 ",Postsecondary nondegree award,None,None
Medical assistants,31-9092,Line item,634.4,818.4,183.9,29.0,0.4,94.9," $32,480 ",Postsecondary nondegree award,None,None
Medical equipment preparers,31-9093,Line item,54.2,60.2,6.0,11.1,1.2,7.6," $35,370 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Medical transcriptionists,31-9094,Line item,57.4,55.5,-1.9,-3.4,4.7,6.4," $35,250 ",Postsecondary nondegree award,None,None
Pharmacy aides,31-9095,Line item,36.9,35.2,-1.8,-4.8,—,4.7," $26,120 ",High school diploma or equivalent,None,Short-term on-the-job training
Veterinary assistants and laboratory animal caretakers,31-9096,Line item,83.8,100.0,16.3,19.4,—,15.5," $26,140 ",High school diploma or equivalent,None,Short-term on-the-job training
Phlebotomists,31-9097,Line item,122.7,152.8,30.1,24.5,0.7,16.9," $33,670 ",Postsecondary nondegree award,None,None
"Healthcare support workers, all other",31-9099,Line item,97.3,108.7,11.4,11.7,0.9,13.7," $37,220 ",High school diploma or equivalent,None,None
Protective service occupations,33-0000,Summary,"3,505.6","3,663.8",158.2,4.5,0.5,397.2," $39,550 ",—,—,—
Supervisors of protective service workers,33-1000,Summary,284.2,295.3,11.1,3.9,0.4,21.6," $69,440 ",—,—,—
First-line supervisors of law enforcement workers,33-1010,Summary,149.9,153.3,3.4,2.3,—,9.5," $80,120 ",—,—,—
First-line supervisors of correctional officers,33-1011,Line item,45.2,41.7,-3.5,-7.8,—,2.5," $62,500 ",High school diploma or equivalent,Less than 5 years,None
First-line supervisors of police and detectives,33-1012,Line item,104.7,111.6,6.9,6.6,—,7.1," $87,910 ",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
First-line supervisors of fire fighting and prevention workers,33-1021,Line item,59.1,63.3,4.2,7.2,—,4.4," $76,170 ",Postsecondary nondegree award,Less than 5 years,Moderate-term on-the-job training
"First-line supervisors of protective service workers, all other",33-1099,Line item,75.2,78.7,3.5,4.6,1.3,7.7," $49,430 ",High school diploma or equivalent,Less than 5 years,None
Fire fighting and prevention workers,33-2000,Summary,341.4,366.3,24.9,7.3,0.2,25.9," $49,410 ",—,—,—
Firefighters,33-2011,Line item,327.3,350.9,23.5,7.2,0.2,24.3," $49,080 ",Postsecondary nondegree award,None,Long-term on-the-job training
Fire inspectors,33-2020,Summary,14.1,15.4,1.4,9.7,—,1.6," $56,670 ",—,—,—
Fire inspectors and investigators,33-2021,Line item,12.3,13.2,0.9,7.3,—,1.4," $59,260 ",Postsecondary nondegree award,5 years or more,Moderate-term on-the-job training
Forest fire inspectors and prevention specialists,33-2022,Line item,1.7,2.2,0.5,26.6,—,0.2," $37,380 ",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Law enforcement workers,33-3000,Summary,"1,285.0","1,300.1",15.2,1.2,—,91.0," $54,520 ",—,—,—
"Bailiffs, correctional officers, and jailers",33-3010,Summary,468.6,433.7,-34.9,-7.4,—,32.7," $43,510 ",—,—,—
Bailiffs,33-3011,Line item,18.6,18.2,-0.4,-2.1,—,1.4," $42,960 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Correctional officers and jailers,33-3012,Line item,450.0,415.5,-34.5,-7.7,—,31.3," $43,540 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Detectives and criminal investigators,33-3021,Line item,110.9,115.9,5.0,4.5,—,7.5," $79,970 ",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Fish and game wardens,33-3031,Line item,7.0,7.3,0.3,4.3,—,0.7," $56,410 ",Bachelor's degree,None,Moderate-term on-the-job training
Parking enforcement workers,33-3041,Line item,9.4,6.1,-3.3,-35.3,—,0.4," $39,030 ",High school diploma or equivalent,None,Short-term on-the-job training
Police officers,33-3050,Summary,689.1,737.2,48.1,7.0,—,49.8," $61,160 ",—,—,—
Police and sheriff's patrol officers,33-3051,Line item,684.2,731.9,47.8,7.0,—,49.5," $61,050 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Transit and railroad police,33-3052,Line item,4.9,5.3,0.3,6.3,—,0.4," $70,280 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Other protective service workers,33-9000,Summary,"1,595.0","1,702.1",107.0,6.7,1.1,258.6," $27,150 ",—,—,—
Animal control workers,33-9011,Line item,13.4,14.6,1.1,8.5,—,1.6," $35,520 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Private detectives and investigators,33-9021,Line item,41.4,45.8,4.4,10.6,30.8,4.5," $50,700 ",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Security guards and gaming surveillance officers,33-9030,Summary,"1,133.9","1,205.0",71.0,6.3,0.4,158.9," $26,960 ",—,—,—
Gaming surveillance officers and gaming investigators,33-9031,Line item,10.7,11.1,0.4,3.5,—,1.4," $33,260 ",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Security guards,33-9032,Line item,"1,123.3","1,193.9",70.6,6.3,0.4,157.5," $26,900 ",High school diploma or equivalent,None,Short-term on-the-job training
Miscellaneous protective service workers,33-9090,Summary,406.2,436.7,30.5,7.5,—,93.6," $26,160 ",—,—,—
Crossing guards,33-9091,Line item,74.3,80.6,6.3,8.5,—,14.5," $27,630 ",No formal educational credential,None,Short-term on-the-job training
"Lifeguards, ski patrol, and other recreational protective service workers",33-9092,Line item,152.1,163.7,11.7,7.7,—,39.7," $21,290 ",No formal educational credential,None,Short-term on-the-job training
Transportation security screeners,33-9093,Line item,46.1,47.3,1.2,2.6,—,4.2," $40,580 ",High school diploma or equivalent,None,Short-term on-the-job training
"Protective service workers, all other",33-9099,Line item,133.8,145.1,11.3,8.4,—,35.2," $30,240 ",High school diploma or equivalent,None,Short-term on-the-job training
Food preparation and serving related occupations,35-0000,Summary,"13,206.1","14,438.1","1,232.0",9.3,0.5,"2,469.9"," $21,910 ",—,—,—
Supervisors of food preparation and serving workers,35-1000,Summary,"1,083.4","1,185.1",101.7,9.4,2.6,166.6," $33,400 ",—,—,—
Chefs and head cooks,35-1011,Line item,146.5,160.6,14.1,9.6,6.7,20.3," $45,950 ",High school diploma or equivalent,5 years or more,None
First-line supervisors of food preparation and serving workers,35-1012,Line item,936.9,"1,024.5",87.6,9.3,1.9,146.3," $31,960 ",High school diploma or equivalent,Less than 5 years,None
Cooks and food preparation workers,35-2000,Summary,"3,274.1","3,490.3",216.2,6.6,0.7,515.7," $23,620 ",—,—,—
Cooks,35-2010,Summary,"2,403.0","2,550.6",147.6,6.1,0.7,358.0," $23,970 ",—,—,—
"Cooks, fast food",35-2011,Line item,517.6,490.5,-27.1,-5.2,—,67.2," $21,040 ",No formal educational credential,None,Short-term on-the-job training
"Cooks, institution and cafeteria",35-2012,Line item,424.8,457.4,32.6,7.7,—,64.4," $25,860 ",No formal educational credential,None,Short-term on-the-job training
"Cooks, private household",35-2013,Line item,25.0,26.3,1.4,5.5,71.8,3.7," $38,280 ",Postsecondary nondegree award,Less than 5 years,None
"Cooks, restaurant",35-2014,Line item,"1,231.9","1,377.2",145.3,11.8,—,195.3," $25,180 ",No formal educational credential,Less than 5 years,Moderate-term on-the-job training
"Cooks, short order",35-2015,Line item,185.9,179.7,-6.2,-3.3,—,24.7," $22,740 ",No formal educational credential,None,Short-term on-the-job training
"Cooks, all other",35-2019,Line item,17.8,19.4,1.6,9.0,—,2.7," $27,990 ",No formal educational credential,None,Moderate-term on-the-job training
Food preparation workers,35-2021,Line item,871.1,939.7,68.6,7.9,0.6,157.7," $22,730 ",No formal educational credential,None,Short-term on-the-job training
Food and beverage serving workers,35-3000,Summary,"7,432.9","8,260.4",827.6,11.1,0.1,"1,517.2"," $20,500 ",—,—,—
Bartenders,35-3011,Line item,611.2,626.3,15.1,2.5,0.3,102.3," $21,690 ",No formal educational credential,None,Short-term on-the-job training
Fast food and counter workers,35-3020,Summary,"3,957.5","4,560.4",603.0,15.2,0.1,849.1," $20,240 ",—,—,—
"Combined food preparation and serving workers, including fast food",35-3021,Line item,"3,452.2","4,032.1",579.9,16.8,0.1,736.0," $20,180 ",No formal educational credential,None,Short-term on-the-job training
"Counter attendants, cafeteria, food concession, and coffee shop",35-3022,Line item,505.2,528.3,23.1,4.6,0.5,113.2," $21,280 ",No formal educational credential,None,Short-term on-the-job training
Waiters and waitresses,35-3031,Line item,"2,600.5","2,783.0",182.5,7.0,0.1,522.7," $20,820 ",No formal educational credential,None,Short-term on-the-job training
"Food servers, nonrestaurant",35-3041,Line item,263.8,290.7,26.9,10.2,—,43.1," $22,320 ",No formal educational credential,None,Short-term on-the-job training
Other food preparation and serving related workers,35-9000,Summary,"1,415.7","1,502.3",86.6,6.1,0.1,270.3," $21,490 ",—,—,—
Dining room and cafeteria attendants and bartender helpers,35-9011,Line item,431.2,461.7,30.5,7.1,0.2,78.2," $21,160 ",No formal educational credential,None,Short-term on-the-job training
Dishwashers,35-9021,Line item,514.3,536.6,22.2,4.3,—,83.0," $21,500 ",No formal educational credential,None,Short-term on-the-job training
"Hosts and hostesses, restaurant, lounge, and coffee shop",35-9031,Line item,409.2,437.5,28.3,6.9,0.0,97.9," $20,930 ",No formal educational credential,None,Short-term on-the-job training
"Food preparation and serving related workers, all other",35-9099,Line item,60.9,66.5,5.6,9.3,0.2,11.3," $22,620 ",No formal educational credential,None,Short-term on-the-job training
Building and grounds cleaning and maintenance occupations,37-0000,Summary,"5,654.1","6,177.9",523.8,9.3,12.4,788.4," $25,620 ",—,—,—
Supervisors of building and grounds cleaning and maintenance workers,37-1000,Summary,421.8,466.3,44.5,10.5,34.0,50.3," $42,190 ",—,—,—
First-line supervisors of housekeeping and janitorial workers,37-1011,Line item,243.5,267.6,24.1,9.9,29.3,30.8," $39,230 ",High school diploma or equivalent,Less than 5 years,None
"First-line supervisors of landscaping, lawn service, and groundskeeping workers",37-1012,Line item,178.3,198.6,20.3,11.4,40.4,19.5," $47,030 ",High school diploma or equivalent,Less than 5 years,None
Building cleaning and pest control workers,37-2000,Summary,"3,923.0","4,255.9",333.0,8.5,7.0,560.2," $24,360 ",—,—,—
Building cleaning workers,37-2010,Summary,"3,844.0","4,170.5",326.5,8.5,7.0,548.5," $24,240 ",—,—,—
"Janitors and cleaners, except maids and housekeeping cleaners",37-2011,Line item,"2,384.6","2,621.2",236.5,9.9,3.8,344.1," $24,990 ",No formal educational credential,None,Short-term on-the-job training
Maids and housekeeping cleaners,37-2012,Line item,"1,443.2","1,531.0",87.9,6.1,12.3,202.0," $22,860 ",No formal educational credential,None,Short-term on-the-job training
"Building cleaning workers, all other",37-2019,Line item,16.2,18.3,2.1,12.8,4.8,2.4," $29,060 ",No formal educational credential,None,Short-term on-the-job training
Pest control workers,37-2021,Line item,78.9,85.4,6.5,8.2,6.4,11.7," $34,370 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Grounds maintenance workers,37-3000,Summary,"1,309.3","1,455.6",146.3,11.2,21.7,177.9," $28,110 ",—,—,—
Landscaping and groundskeeping workers,37-3011,Line item,"1,197.9","1,333.1",135.2,11.3,21.9,163.0," $27,670 ",No formal educational credential,None,Short-term on-the-job training
"Pesticide handlers, sprayers, and applicators, vegetation",37-3012,Line item,38.0,41.0,3.0,7.8,18.9,5.0," $34,830 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Tree trimmers and pruners,37-3013,Line item,54.5,60.9,6.4,11.7,22.9,7.5," $36,460 ",High school diploma or equivalent,None,Short-term on-the-job training
"Grounds maintenance workers, all other",37-3019,Line item,18.9,20.6,1.7,9.2,16.0,2.5," $30,060 ",No formal educational credential,None,Short-term on-the-job training
Personal care and service occupations,39-0000,Summary,"6,419.7","7,647.4","1,227.6",19.1,16.2,"1,140.9"," $23,610 ",—,—,—
Supervisors of personal care and service workers,39-1000,Summary,326.7,369.1,42.4,13.0,28.4,39.7," $38,500 ",—,—,—
First-line supervisors of gaming workers,39-1010,Summary,50.6,52.6,2.1,4.1,40.2,8.2," $48,850 ",—,—,—
Gaming supervisors,39-1011,Line item,38.5,40.0,1.5,3.9,41.7,6.2, — ,High school diploma or equivalent,Less than 5 years,None
Slot supervisors,39-1012,Line item,12.1,12.6,0.6,4.6,35.5,2.0, — ,High school diploma or equivalent,Less than 5 years,None
First-line supervisors of personal service workers,39-1021,Line item,276.1,316.5,40.3,14.6,26.2,31.6," $37,450 ",High school diploma or equivalent,Less than 5 years,None
Animal care and service workers,39-2000,Summary,296.4,361.0,64.6,21.8,23.6,53.2," $23,160 ",—,—,—
Animal trainers,39-2011,Line item,54.9,61.0,6.1,11.2,46.8,7.0," $28,880 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Nonfarm animal caretakers,39-2021,Line item,241.5,300.0,58.5,24.2,18.3,46.2," $22,950 ",High school diploma or equivalent,None,Short-term on-the-job training
Entertainment attendants and related workers,39-3000,Summary,584.3,625.9,41.7,7.1,0.8,132.3," $20,990 ",—,—,—
Gaming services workers,39-3010,Summary,121.0,122.7,1.7,1.4,1.3,18.1," $20,230 ",—,—,—
Gaming dealers,39-3011,Line item,96.9,98.0,1.1,1.2,1.2,14.5," $19,820 ",High school diploma or equivalent,None,Short-term on-the-job training
Gaming and sports book writers and runners,39-3012,Line item,11.7,12.1,0.4,3.8,1.3,1.8," $24,030 ",High school diploma or equivalent,None,Short-term on-the-job training
"Gaming service workers, all other",39-3019,Line item,12.5,12.6,0.1,0.7,1.4,1.9," $27,040 ",High school diploma or equivalent,None,Short-term on-the-job training
Motion picture projectionists,39-3021,Line item,5.8,5.2,-0.6,-9.7,4.3,0.6," $22,050 ",No formal educational credential,None,Short-term on-the-job training
"Ushers, lobby attendants, and ticket takers",39-3031,Line item,117.7,126.4,8.8,7.5,—,30.5," $20,820 ",No formal educational credential,None,Short-term on-the-job training
Miscellaneous entertainment attendants and related workers,39-3090,Summary,339.8,371.6,31.8,9.4,0.9,83.0," $21,370 ",—,—,—
Amusement and recreation attendants,39-3091,Line item,300.0,327.9,27.8,9.3,0.9,73.2," $21,060 ",No formal educational credential,None,Short-term on-the-job training
Costume attendants,39-3092,Line item,6.6,7.3,0.6,9.7,1.1,1.6," $42,620 ",High school diploma or equivalent,None,Short-term on-the-job training
"Locker room, coatroom, and dressing room attendants",39-3093,Line item,18.6,20.3,1.6,8.7,1.0,4.5," $22,830 ",High school diploma or equivalent,None,Short-term on-the-job training
"Entertainment attendants and related workers, all other",39-3099,Line item,14.6,16.2,1.7,11.4,1.0,3.6," $24,200 ",High school diploma or equivalent,None,Short-term on-the-job training
Funeral service workers,39-4000,Summary,68.5,70.6,2.1,3.0,3.7,9.8," $32,300 ",—,—,—
Embalmers,39-4011,Line item,3.7,3.7,0.0,-0.8,—,0.6," $42,780 ",Associate's degree,None,Long-term on-the-job training
Funeral attendants,39-4021,Line item,36.1,37.0,1.0,2.7,—,5.6," $25,050 ",High school diploma or equivalent,None,Short-term on-the-job training
"Morticians, undertakers, and funeral directors",39-4031,Line item,28.7,29.8,1.1,3.9,8.8,3.7," $51,850 ",Associate's degree,None,Long-term on-the-job training
Personal appearance workers,39-5000,Summary,887.3,"1,003.6",116.3,13.1,41.1,119.0," $24,410 ",—,—,—
"Barbers, hairdressers, hairstylists and cosmetologists",39-5010,Summary,673.7,761.4,87.6,13.0,45.3,90.9," $24,900 ",—,—,—
Barbers,39-5011,Line item,56.4,64.0,7.6,13.4,71.7,6.2," $25,650 ",Postsecondary nondegree award,None,None
"Hairdressers, hairstylists, and cosmetologists",39-5012,Line item,617.3,697.4,80.1,13.0,42.9,84.7," $24,850 ",Postsecondary nondegree award,None,None
Miscellaneous personal appearance workers,39-5090,Summary,213.6,242.2,28.6,13.4,28.0,28.2," $23,790 ",—,—,—
"Makeup artists, theatrical and performance",39-5091,Line item,4.8,5.4,0.6,12.5,29.1,0.6," $59,300 ",Postsecondary nondegree award,None,None
Manicurists and pedicurists,39-5092,Line item,126.3,143.0,16.7,13.2,28.0,16.6," $23,230 ",Postsecondary nondegree award,None,None
Shampooers,39-5093,Line item,21.2,24.1,2.8,13.4,28.0,2.8," $20,320 ",No formal educational credential,None,Short-term on-the-job training
Skincare specialists,39-5094,Line item,61.3,69.7,8.5,13.8,28.0,8.1," $30,080 ",Postsecondary nondegree award,None,None
"Baggage porters, bellhops, and concierges",39-6000,Summary,77.6,85.0,7.4,9.5,—,11.8," $25,700 ",—,—,—
Baggage porters and bellhops,39-6011,Line item,45.1,48.8,3.7,8.2,—,6.7," $23,230 ",High school diploma or equivalent,None,Short-term on-the-job training
Concierges,39-6012,Line item,32.5,36.2,3.7,11.3,—,5.0," $30,150 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Tour and travel guides,39-7000,Summary,49.4,54.3,4.9,9.9,11.9,9.4," $25,770 ",—,—,—
Tour guides and escorts,39-7011,Line item,45.8,50.6,4.7,10.3,11.9,8.7, — ,High school diploma or equivalent,None,Moderate-term on-the-job training
Travel guides,39-7012,Line item,3.6,3.8,0.2,4.9,12.5,0.6, — ,High school diploma or equivalent,None,Moderate-term on-the-job training
Other personal care and service workers,39-9000,Summary,"4,129.5","5,077.9",948.4,23.0,12.0,765.7," $23,480 ",—,—,—
Childcare workers,39-9011,Line item,"1,216.6","1,300.9",84.3,6.9,28.8,189.1," $22,290 ",High school diploma or equivalent,None,Short-term on-the-job training
Personal care aides,39-9021,Line item,"2,016.1","2,793.8",777.6,38.6,3.6,414.3," $23,100 ",High school diploma or equivalent,None,Short-term on-the-job training
Recreation and fitness workers,39-9030,Summary,689.1,753.2,64.0,9.3,8.7,125.7," $28,550 ",—,—,—
Fitness trainers and aerobics instructors,39-9031,Line item,299.2,329.2,30.1,10.1,10.9,55.0," $39,210 ",High school diploma or equivalent,None,Short-term on-the-job training
Recreation workers,39-9032,Line item,390.0,423.9,34.0,8.7,7.0,70.7," $24,540 ",High school diploma or equivalent,None,Short-term on-the-job training
Residential advisors,39-9041,Line item,118.8,134.1,15.3,12.9,—,22.5," $26,830 ",High school diploma or equivalent,None,Short-term on-the-job training
"Personal care and service workers, all other",39-9099,Line item,88.9,95.9,7.0,7.9,15.7,14.1," $25,900 ",High school diploma or equivalent,None,Short-term on-the-job training
Sales and related occupations,41-0000,Summary,"15,747.8","16,206.5",458.7,2.9,7.8,"2,201.1"," $27,020 ",—,—,—
Supervisors of sales workers,41-1000,Summary,"1,937.6","2,015.3",77.7,4.0,25.7,207.4," $41,860 ",—,—,—
First-line supervisors of retail sales workers,41-1011,Line item,"1,532.4","1,590.1",57.7,3.8,22.8,168.5," $38,550 ",High school diploma or equivalent,Less than 5 years,None
First-line supervisors of non-retail sales workers,41-1012,Line item,405.2,425.2,20.0,4.9,36.8,39.0," $71,650 ",High school diploma or equivalent,Less than 5 years,None
Retail sales workers,41-2000,Summary,"8,891.5","8,978.8",87.3,1.0,1.9,"1,423.1"," $22,400 ",—,—,—
Cashiers,41-2010,Summary,"3,578.9","3,548.9",-30.0,-0.8,0.6,658.2," $21,050 ",—,—,—
Cashiers,41-2011,Line item,"3,555.5","3,524.9",-30.6,-0.9,0.6,653.7," $21,030 ",No formal educational credential,None,Short-term on-the-job training
Gaming change persons and booth cashiers,41-2012,Line item,23.4,24.0,0.6,2.6,0.3,4.5," $23,910 ",No formal educational credential,None,Short-term on-the-job training
Counter and rental clerks and parts salespersons,41-2020,Summary,710.1,747.7,37.7,5.3,0.7,94.7," $27,130 ",—,—,—
Counter and rental clerks,41-2021,Line item,458.2,483.2,25.0,5.5,0.5,61.8," $25,820 ",No formal educational credential,None,Short-term on-the-job training
Parts salespersons,41-2022,Line item,251.9,264.5,12.7,5.0,0.9,32.9," $29,380 ",No formal educational credential,None,Moderate-term on-the-job training
Retail salespersons,41-2031,Line item,"4,602.5","4,682.1",79.7,1.7,3.2,670.3," $23,210 ",No formal educational credential,None,Short-term on-the-job training
"Sales representatives, services",41-3000,Summary,"2,091.8","2,244.8",153.0,7.3,7.1,249.2," $52,460 ",—,—,—
